Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
2410,-68229.66,-68.2297,-73928.61,-73.9286,-85879.64,-85.8796,-228037.91,-76.0126
2420,-75158.46,-75.1585,-118222.54,-118.2225,-73326.12,-73.3261,-266707.13,-88.9024
2430,-81261.05,-81.2611,-59446.37,-59.4464,-77182.10,-77.1821,-217889.53,-72.6298
2440,-53386.07,-53.3861,-74195.00,-74.1950,-64749.52,-64.7495,-192330.60,-64.1102
2450,-78721.58,-78.7216,-73245.92,-73.2459,-54291.19,-54.2912,-206258.70,-68.7529
2460,-90382.93,-90.3829,-85232.23,-85.2322,-79619.48,-79.6195,-255234.64,-85.0782
2470,-62593.52,-62.5935,-84151.11,-84.1511,-58499.84,-58.4998,-205244.46,-68.4148
2480,-71259.89,-71.2599,-63099.12,-63.0991,-44371.07,-44.3711,-178730.08,-59.5767
2490,-49174.78,-49.1748,311807.72,311.8077,191591.53,191.5915,454224.47,151.4082
2500,-71746.03,-71.7460,-50603.70,-50.6037,-59367.51,-59.3675,-181717.24,-60.5724
2510,-57690.76,-57.6908,-90588.47,-90.5885,-88715.06,-88.7151,-236994.30,-78.9981
2520,-59301.75,-59.3018,-69899.69,-69.8997,-52554.03,-52.5540,-181755.47,-60.5852
2530,-63242.92,-63.2429,-71578.22,-71.5782,-48416.12,-48.4161,-183237.26,-61.0791
2540,-33797.98,-33.7980,-35673.64,-35.6736,-64578.00,-64.5780,-134049.63,-44.6832
2550,-39292.21,-39.2922,-67337.04,-67.3370,-85266.37,-85.2664,-191895.62,-63.9652
2560,-53368.87,-53.3689,-46838.56,-46.8386,-48793.26,-48.7933,-149000.70,-49.6669
2570,-41583.92,-41.5839,-57058.73,-57.0587,-66853.31,-66.8533,-165495.95,-55.1653
2580,-40862.25,-40.8623,-75494.14,-75.4941,-40073.45,-40.0734,-156429.84,-52.1433
2590,-1227.66,-1.2277,-50131.14,-50.1311,-50996.72,-50.9967,-102355.52,-34.1185
2600,-41779.86,-41.7799,-444992.28,-444.9923,-411114.42,-411.1144,-897886.56,-299.2955
2610,-28572.33,-28.5723,-66840.73,-66.8407,-56081.77,-56.0818,-151494.82,-50.4983
2620,-33075.33,-33.0753,-82549.30,-82.5493,-56112.66,-56.1127,-171737.29,-57.2458
2630,-54414.29,-54.4143,-73605.60,-73.6056,-45091.34,-45.0913,-173111.23,-57.7037
2640,-35337.18,-35.3372,-47438.10,-47.4381,-106273.56,-106.2736,-189048.84,-63.0163
2650,-38966.15,-38.9661,-60895.39,-60.8954,-58288.94,-58.2889,-158150.48,-52.7168
2660,-32964.45,-32.9644,-50186.45,-50.1865,-66829.24,-66.8292,-149980.14,-49.9934
2670,-24278.39,-24.2784,-50526.64,-50.5266,-75917.94,-75.9179,-150722.98,-50.2410
2680,-44082.14,-44.0821,-80286.74,-80.2867,-45257.59,-45.2576,-169626.47,-56.5422
2690,-43105.22,-43.1052,-46525.87,-46.5259,-59048.91,-59.0489,-148680.01,-49.5600
2700,-40443.61,-40.4436,-31200.48,-31.2005,-39988.17,-39.9882,-111632.27,-37.2108
2710,-35071.19,-35.0712,-48831.45,-48.8315,-49451.93,-49.4519,-133354.58,-44.4515
2720,-38705.94,-38.7059,-46194.76,-46.1948,-34905.93,-34.9059,-119806.63,-39.9355
2730,-41917.96,-41.9180,-62499.88,-62.4999,1239.57,1.2396,-103178.27,-34.3928
2740,-52411.12,-52.4111,-54058.90,-54.0589,-145939.93,-145.9399,-252409.95,-84.1367
2750,-59798.42,-59.7984,-44358.46,-44.3585,-80451.79,-80.4518,-184608.67,-61.5362
2760,-50651.05,-50.6511,-42593.13,-42.5931,-56215.08,-56.2151,-149459.26,-49.8198
2770,-67243.48,-67.2435,-60403.90,-60.4039,-52501.51,-52.5015,-180148.89,-60.0496
2780,-42347.79,-42.3478,-45351.97,-45.3520,-37353.98,-37.3540,-125053.74,-41.6846
2790,-30088.01,-30.0880,-55662.64,-55.6626,-39405.75,-39.4057,-125156.40,-41.7188
2800,-34130.70,-34.1307,-50298.76,-50.2988,-45997.16,-45.9972,-130426.62,-43.4755
2810,-42200.94,-42.2009,-34725.12,-34.7251,-31133.63,-31.1336,-108059.69,-36.0199
2820,-58714.12,-58.7141,-65546.33,-65.5463,-29303.56,-29.3036,-153564.00,-51.1880
2830,-41594.54,-41.5945,-58047.74,-58.0477,-53008.44,-53.0084,-152650.72,-50.8836
2840,-44683.28,-44.6833,-64540.10,-64.5401,-54611.22,-54.6112,-163834.60,-54.6115
2850,-40922.56,-40.9226,-59204.85,-59.2049,-31097.23,-31.0972,-131224.64,-43.7415
2860,-35700.17,-35.7002,-39913.72,-39.9137,-30413.59,-30.4136,-106027.48,-35.3425
2870,-59589.10,-59.5891,-28748.23,-28.7482,-56500.35,-56.5003,-144837.67,-48.2792
2880,-32507.95,-32.5079,-26205.27,-26.2053,-32198.15,-32.1981,-90911.36,-30.3038
2890,-32923.81,-32.9238,-44663.07,-44.6631,-40841.53,-40.8415,-118428.40,-39.4761
2900,-36594.18,-36.5942,-26479.54,-26.4795,-76967.12,-76.9671,-140040.83,-46.6803
2910,-33442.15,-33.4422,-58134.34,-58.1343,-41273.46,-41.2735,-132849.96,-44.2833
2920,-39672.70,-39.6727,-65328.07,-65.3281,-43077.16,-43.0772,-148077.93,-49.3593
2930,-57379.95,-57.3800,-69556.25,-69.5563,-31919.94,-31.9199,-158856.15,-52.9520
2940,-38083.49,-38.0835,-35382.26,-35.3823,-42813.89,-42.8139,-116279.64,-38.7599
2950,-42252.14,-42.2521,-40725.58,-40.7256,-39087.28,-39.0873,-122064.99,-40.6883
2960,-28319.97,-28.3200,-46381.30,-46.3813,-43285.54,-43.2855,-117986.81,-39.3289
2970,-48823.95,-48.8239,-49515.86,-49.5159,-55136.30,-55.1363,-153476.11,-51.1587
2980,-52306.20,-52.3062,16677.10,16.6771,34611.61,34.6116,-1017.49,-0.3392
2990,-33817.30,-33.8173,-27985.38,-27.9854,-30183.79,-30.1838,-91986.47,-30.6622
3000,-29142.70,-29.1427,-45659.48,-45.6595,-28028.75,-28.0288,-102830.93,-34.2770
3010,-32640.87,-32.6409,-43115.79,-43.1158,-41727.36,-41.7274,-117484.03,-39.1613
3020,-47117.96,-47.1180,-59274.40,-59.2744,-118427.75,-118.4278,-224820.12,-74.9400
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
2390,-112743.74,-112.7437,-145489.33,-145.4893,-281177.94,-281.1779,-539411.01,-179.8037
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
810,-144668.74,-144.6687,-186114.33,-186.1143,-226484.88,-226.4849,-557267.95,-185.7560
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
810,-94373.90,-94.3739,-101006.89,-101.0069,-138016.37,-138.0164,-333397.16,-111.1324
820,-115105.63,-115.1056,-117530.84,-117.5308,-104284.58,-104.2846,-336921.06,-112.3070
830,-66718.25,-66.7182,-109212.99,-109.2130,-80394.40,-80.3944,-256325.64,-85.4419
840,-196257.69,-196.2577,-72573.03,-72.5730,-217809.58,-217.8096,-486640.30,-162.2134
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
850,-137513.05,-137.5131,-139422.84,-139.4228,-119158.70,-119.1587,-396094.59,-132.0315
860,-114741.07,-114.7411,-60564.54,-60.5645,-209178.09,-209.1781,-384483.70,-128.1612
870,-82261.56,-82.2616,-115778.46,-115.7785,-99433.36,-99.4334,-297473.39,-99.1578
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
880,-137262.93,-137.2629,-151060.88,-151.0609,-131553.47,-131.5535,-419877.29,-139.9591
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
890,-298012.12,-298.0121,-319711.40,-319.7114,-284947.66,-284.9477,-902671.18,-300.8904
900,-1238159.56,-1238.1596,-1372788.42,-1372.7884,-230663.66,-230.6637,-2841611.64,-947.2039
910,-572209.87,-572.2099,-236693.56,-236.6936,-227687.17,-227.6872,-1036590.60,-345.5302
920,-497105.84,-497.1058,-197225.13,-197.2251,-262069.20,-262.0692,-956400.16,-318.8001
930,-289944.60,-289.9446,-646067.51,-646.0675,-273286.44,-273.2864,-1209298.55,-403.0995
940,-267943.86,-267.9439,-977680.84,-977.6808,-267101.96,-267.1020,-1512726.67,-504.2422
950,-262655.19,-262.6552,-257228.94,-257.2289,-322085.31,-322.0853,-841969.44,-280.6565
960,-793959.38,-793.9594,-1389760.38,-1389.7604,-1579514.66,-1579.5147,-3763234.42,-1254.4115
970,-1609859.39,-1609.8594,-888291.61,-888.2916,-1398704.66,-1398.7047,-3896855.66,-1298.9519
980,-2846830.17,-2846.8302,-237008.91,-237.0089,-1784979.90,-1784.9799,-4868818.98,-1622.9397
990,-2783841.62,-2783.8416,-237444.04,-237.4440,-1103966.42,-1103.9664,-4125252.08,-1375.0840
1000,-975394.18,-975.3942,-638891.55,-638.8915,-2731731.72,-2731.7317,-4346017.45,-1448.6725
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
1010,-205227.47,-205.2275,-195044.24,-195.0442,-258731.11,-258.7311,-659002.81,-219.6676
1020,-174721.60,-174.7216,-160482.03,-160.4820,-122876.15,-122.8761,-458079.78,-152.6933
1030,-325483.33,-325.4833,-213690.50,-213.6905,-329177.20,-329.1772,-868351.03,-289.4503
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
1040,-234289.13,-234.2891,-254077.42,-254.0774,-294696.73,-294.6967,-783063.28,-261.0211
1050,-230268.52,-230.2685,-236642.72,-236.6427,-327276.61,-327.2766,-794187.85,-264.7293
1060,-455022.79,-455.0228,-188892.96,-188.8930,-325255.37,-325.2554,-969171.11,-323.0570
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
1070,-179017.55,-179.0175,-157641.22,-157.6412,-219075.15,-219.0752,-555733.93,-185.2446
1080,-151295.78,-151.2958,-135215.20,-135.2152,-221357.14,-221.3571,-507868.13,-169.2894
1090,-136327.19,-136.3272,-134132.92,-134.1329,-200997.19,-200.9972,-471457.30,-157.1524
1100,-110638.36,-110.6384,-72345.09,-72.3451,-188751.88,-188.7519,-371735.33,-123.9118
1110,-119373.51,-119.3735,-103170.93,-103.1709,-147557.39,-147.5574,-370101.82,-123.3673
1120,-102834.53,-102.8345,-103708.07,-103.7081,-108812.75,-108.8127,-315355.35,-105.1185
1130,-120964.85,-120.9648,-87188.65,-87.1886,-97207.61,-97.2076,-305361.11,-101.7870
1140,-101106.22,-101.1062,-69440.47,-69.4405,-76116.25,-76.1162,-246662.94,-82.2210
1150,-85022.35,-85.0224,-81114.54,-81.1145,-61796.73,-61.7967,-227933.63,-75.9779
1160,-90531.31,-90.5313,-76527.44,-76.5274,-74793.93,-74.7939,-241852.68,-80.6176
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
1170,-19942.90,-19.9429,-139177.61,-139.1776,-59919.44,-59.9194,-219039.95,-73.0133
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
1180,-241327.40,-241.3274,-117038.51,-117.0385,-109629.18,-109.6292,-467995.09,-155.9984
1190,27409.28,27.4093,-29168.63,-29.1686,13109.56,13.1096,11350.21,3.7834
1200,-77594.88,-77.5949,-18854.89,-18.8549,-5855.09,-5.8551,-102304.87,-34.1016
1210,-171237.43,-171.2374,-13707.57,-13.7076,-118506.40,-118.5064,-303451.40,-101.1505
1220,-45345.92,-45.3459,-4487.91,-4.4879,-44239.63,-44.2396,-94073.45,-31.3578
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
1230,-60789.18,-60.7892,-65507.38,-65.5074,-67791.40,-67.7914,-194087.96,-64.6960
1240,-12616.31,-12.6163,-105813.30,-105.8133,-50935.55,-50.9355,-169365.16,-56.4551
1250,-44984.21,-44.9842,-121562.58,-121.5626,-68348.57,-68.3486,-234895.36,-78.2985
1260,-46155.06,-46.1551,-49210.89,-49.2109,-45154.52,-45.1545,-140520.47,-46.8402
1270,-21196.00,-21.1960,-72253.10,-72.2531,-47224.74,-47.2247,-140673.84,-46.8913
1280,-249884.78,-249.8848,3578.09,3.5781,-41976.27,-41.9763,-288282.96,-96.0943
1290,41450.39,41.4504,31685.45,31.6855,-56404.30,-56.4043,16731.54,5.5772
1300,-32032.34,-32.0323,-38139.70,-38.1397,-46267.53,-46.2675,-116439.57,-38.8132
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
1310,10614.99,5.3075,-12258.17,-6.1291,-94463.79,-47.2319,-96106.96,-16.0178
1320,-102971.34,-51.4857,-30717.60,-15.3588,-102174.78,-51.0874,-235863.73,-39.3106
1330,-157491.12,-78.7456,-89187.34,-44.5937,-76973.61,-38.4868,-323652.07,-53.9420
1340,-62693.36,-31.3467,-58677.16,-29.3386,-123537.96,-61.7690,-244908.48,-40.8181
1350,-46167.08,-23.0835,-6853.90,-3.4269,-92249.59,-46.1248,-145270.57,-24.2118
1360,-46655.47,-23.3277,-70635.47,-35.3177,-99992.92,-49.9965,-217283.86,-36.2140
1370,-128806.01,-64.4030,-112472.92,-56.2365,-113559.86,-56.7799,-354838.79,-59.1398
1380,-177856.64,-88.9283,-118350.51,-59.1753,-124002.54,-62.0013,-420209.69,-70.0349
1390,-273330.29,-136.6651,-121469.51,-60.7348,-61637.00,-30.8185,-456436.79,-76.0728
1400,-41779.43,-20.8897,44607.22,22.3036,-86976.49,-43.4882,-84148.69,-14.0248
1410,-220478.07,-110.2390,-86426.14,-43.2131,-104676.59,-52.3383,-411580.80,-68.5968
1420,-115916.94,-57.9585,-124585.43,-62.2927,-103225.08,-51.6125,-343727.45,-57.2879
1430,-139343.08,-69.6715,-76582.75,-38.2914,-88277.99,-44.1390,-304203.82,-50.7006
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
1440,-296895.00,-148.4475,-486202.02,-243.1010,-644907.07,-322.4535,-1428004.09,-238.0007
1450,-571159.13,-285.5796,-433530.48,-216.7652,-488142.94,-244.0715,-1492832.55,-248.8054
1460,-394083.82,-197.0419,-438393.47,-219.1967,-765783.50,-382.8918,-1598260.79,-266.3768
1470,-394585.96,-197.2930,-114507.33,-57.2537,-555527.04,-277.7635,-1064620.32,-177.4367
1480,-541077.49,-270.5387,-364600.68,-182.3003,-516828.79,-258.4144,-1422506.97,-237.0845
1490,-312877.02,-156.4385,-230154.11,-115.0771,-710511.38,-355.2557,-1253542.52,-208.9238
1500,-284850.34,-142.4252,-166966.90,-83.4835,-680408.98,-340.2045,-1132226.23,-188.7044
1510,-422991.08,-211.4955,-599881.24,-299.9406,-227451.80,-113.7259,-1250324.12,-208.3874
1520,-549358.99,-274.6795,-513409.84,-256.7049,-255942.85,-127.9714,-1318711.68,-219.7853
1530,-518428.90,-259.2144,-719971.71,-359.9859,-617687.38,-308.8437,-1856087.99,-309.3480
1540,-800416.30,-400.2082,-178398.68,-89.1993,-172778.07,-86.3890,-1151593.05,-191.9322
1550,-351460.59,-175.7303,-461718.65,-230.8593,-63021.97,-31.5110,-876201.20,-146.0335
1560,-964664.19,-482.3321,-502850.99,-251.4255,-899398.42,-449.6992,-2366913.60,-394.4856
1570,-210527.09,-105.2635,-661759.01,-330.8795,-489460.59,-244.7303,-1361746.69,-226.9578
1580,-784931.92,-392.4660,-422207.50,-211.1038,-633796.06,-316.8980,-1840935.48,-306.8226
1590,-333884.68,-166.9423,-549563.45,-274.7817,-998194.36,-499.0972,-1881642.48,-313.6071
1600,-879144.15,-439.5721,-474245.92,-237.1230,-404489.90,-202.2449,-1757879.96,-292.9800
1610,-552578.35,-276.2892,-865381.96,-432.6910,-300992.14,-150.4961,-1718952.45,-286.4921
1620,-422659.16,-211.3296,-324405.94,-162.2030,-954861.80,-477.4309,-1701926.89,-283.6545
1630,-304368.86,-152.1844,-830154.34,-415.0772,-432304.53,-216.1523,-1566827.73,-261.1380
1640,-368112.91,-184.0565,-926817.97,-463.4090,-345758.21,-172.8791,-1640689.09,-273.4482
1650,-362330.36,-181.1652,-366880.32,-183.4402,-201179.42,-100.5897,-930390.10,-155.0650
1660,-434254.29,-217.1271,-176493.85,-88.2469,-409985.02,-204.9925,-1020733.16,-170.1222
1670,-417029.13,-208.5146,-615850.45,-307.9252,-498847.77,-249.4239,-1531727.35,-255.2879
1680,-452997.57,-226.4988,-275395.20,-137.6976,-143223.94,-71.6120,-871616.71,-145.2695
1690,-320001.31,-160.0007,-94066.29,-47.0331,-408803.60,-204.4018,-822871.21,-137.1452
1700,-616864.98,-308.4325,-495081.38,-247.5407,-822064.21,-411.0321,-1934010.56,-322.3351
1710,-242287.40,-121.1437,-198594.48,-99.2972,-486201.23,-243.1006,-927083.11,-154.5139
1720,-582707.44,-291.3537,-141995.80,-70.9979,-216157.13,-108.0786,-940860.38,-156.8101
1730,-539566.46,-269.7832,-321364.63,-160.6823,-353407.15,-176.7036,-1214338.24,-202.3897
1740,-512809.82,-256.4049,-422551.02,-211.2755,-649764.25,-324.8821,-1585125.08,-264.1875
1750,-154535.33,-77.2677,-495040.82,-247.5204,-546842.62,-273.4213,-1196418.77,-199.4031
1760,-599404.34,-299.7022,-597013.76,-298.5069,-363216.91,-181.6085,-1559635.02,-259.9392
1770,-821490.32,-410.7452,-352263.03,-176.1315,-475377.42,-237.6887,-1649130.76,-274.8551
1780,-152809.27,-76.4046,-161069.06,-80.5345,-1166344.16,-583.1721,-1480222.48,-246.7037
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
1790,-144234.19,-291.9721,-87422.28,-176.9682,-90777.49,-183.7601,-322433.96,-217.5668
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
1790,-450720.11,-225.3601,-367435.59,-183.7178,-271105.66,-135.5528,-1089261.36,-181.5436
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
1800,-679125.21,-339.5626,-395091.14,-197.5456,-767063.57,-383.5318,-1841279.93,-306.8800
1810,-269284.93,-134.6425,-249400.48,-124.7002,-447750.14,-223.8751,-966435.55,-161.0726
1820,-432686.12,-216.3431,-285436.55,-142.7183,-181746.43,-90.8732,-899869.11,-149.9782
1830,-487291.38,-243.6457,-257828.43,-128.9142,-230879.42,-115.4397,-975999.23,-162.6665
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
1850,-531871.27,-265.9356,-311341.48,-155.6707,-166389.15,-83.1946,-1009601.91,-168.2670
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
1860,-339512.93,-169.7565,-244723.77,-122.3619,-765744.59,-382.8723,-1349981.29,-224.9969
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
1860,-643385.80,-321.6929,-320074.20,-160.0371,-193087.32,-96.5437,-1156547.32,-192.7579
1870,-878871.20,-439.4356,-551986.19,-275.9931,-676589.07,-338.2945,-2107446.46,-351.2411
1880,-530144.19,-265.0721,-417531.12,-208.7656,-346555.88,-173.2779,-1294231.19,-215.7052
1890,-498679.10,-249.3395,-399046.61,-199.5233,-583620.48,-291.8102,-1481346.18,-246.8910
1900,-810084.97,-405.0425,-693237.02,-346.6185,-643252.97,-321.6265,-2146574.97,-357.7625
1910,-445905.21,-222.9526,-68797.89,-34.3989,-441115.76,-220.5579,-955818.86,-159.3031
1920,-287818.88,-143.9094,-446880.66,-223.4403,-511028.77,-255.5144,-1245728.31,-207.6214
1930,-323588.55,-161.7943,-762777.69,-381.3888,-312462.67,-156.2313,-1398828.91,-233.1382
1940,-276011.17,-138.0056,-566543.11,-283.2716,-684818.47,-342.4092,-1527372.75,-254.5621
1950,-556441.00,-278.2205,-408381.61,-204.1908,-390163.24,-195.0816,-1354985.86,-225.8310
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
1960,-103769.02,-148.4535,-182176.64,-272.3119,-61620.77,-97.5012,-347566.42,-173.7832
1970,-52146.49,-80.1021,-74477.34,-113.3597,-109135.60,-157.7104,-235759.43,-117.8797
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
10,-3896.29,-2.3359,-23197.84,-13.9326,-14691.54,-8.8132,-41785.68,-8.3571
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
20,-2475.31,-1.4831,-11539.80,-6.9267,-15683.04,-9.4192,-29698.15,-5.9396
30,-15626.35,-9.3347,-15634.48,-9.4297,-8068.60,-4.8373,-39329.43,-7.8659
40,-12206.51,-7.3181,-12702.18,-7.6244,-12530.59,-7.5214,-37439.29,-7.4879
50,-7590.61,-4.5535,-4985.13,-2.9923,-8687.53,-5.2115,-21263.27,-4.2527
60,-9029.91,-5.3942,-9372.47,-5.6257,-13548.50,-8.1617,-31950.88,-6.3902
70,-22861.38,-13.6977,-3638.98,-2.1830,-5450.34,-3.2754,-31950.70,-6.3901
80,-9666.53,-5.8127,-10628.78,-6.3607,-10553.09,-6.3344,-30848.40,-6.1697
90,-4696.15,-2.8205,-6906.00,-4.1428,-12782.35,-7.6633,-24384.50,-4.8769
100,-8980.52,-5.3679,-27996.39,-16.9060,-10570.76,-6.3260,-47547.66,-9.5095
110,-8002.91,-4.7922,-7317.41,-4.3869,-26070.35,-15.6861,-41390.66,-8.2781
120,-3267.58,-1.9566,-12697.09,-7.6213,-11799.66,-7.0911,-27764.33,-5.5529
130,-7332.95,-4.3884,-6064.21,-3.6378,-4622.04,-2.7810,-18019.20,-3.6038
140,-3353.70,-2.0058,-5084.74,-3.0411,-3266.55,-1.9726,-11704.99,-2.3410
150,5418.17,3.2483,-4954.06,-2.9736,-2361.28,-1.4173,-1897.17,-0.3794
160,-11244.42,-6.7332,-22998.65,-13.7882,-14819.29,-8.9165,-49062.36,-9.8125
170,-391.86,-0.2354,-5008.30,-3.0080,-6288.50,-3.7656,-11688.66,-2.3377
180,-7933.07,-4.7703,-29018.12,-17.3865,-9159.94,-5.4916,-46111.14,-9.2222
190,-6667.82,-3.9903,-22105.61,-13.3488,-8344.06,-4.9875,-37117.50,-7.4235
200,4052.70,2.4385,-3546.80,-2.1264,-4175.33,-2.5002,-3669.42,-0.7339
210,-28702.25,-10.5252,4906.75,1.7908,-12414.11,-4.5556,-36209.62,-4.4201
220,-11546.57,-4.2295,-37011.93,-13.5625,-13144.15,-4.8094,-61702.64,-7.5321
230,-450.52,-0.1654,-14904.66,-5.4636,286.24,0.1045,-15068.94,-1.8395
