Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
240,-8384.80,-3.0680,-6946.47,-2.5473,-14079.99,-5.1537,-29411.27,-3.5902
250,-5709.20,-2.0944,-11125.59,-4.0768,-5808.38,-2.1222,-22643.17,-2.7641
260,-9378.49,-3.4429,-5304.38,-1.9380,-12874.40,-4.7142,-27557.27,-3.3639
270,-16468.84,-6.0370,-6278.42,-2.2973,-14934.01,-5.4683,-37681.27,-4.5998
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
280,-14029.30,-10.3921,-6170.91,-4.5010,-6003.65,-4.3663,-26203.86,-6.3974
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
290,-18905.14,-13.8601,-4645.98,-3.4061,-9529.31,-6.9659,-33080.44,-8.0763
300,2881.79,2.1205,-14815.61,-10.8539,-7979.53,-5.8160,-19913.35,-4.8617
310,-13176.01,-9.6882,-13117.97,-9.6102,634.62,0.4629,-25659.37,-6.2645
320,-4277.80,-3.1248,-9548.76,-7.0057,-1588.72,-1.1648,-15415.28,-3.7635
330,-2441.61,-1.7835,-7537.97,-5.5264,-7971.10,-5.8482,-17950.68,-4.3825
340,-20812.79,-15.2363,-1849.13,-1.3557,-4604.20,-3.3706,-27266.12,-6.6568
350,-4229.20,-3.0960,-4739.45,-3.4798,-6537.01,-4.7785,-15505.66,-3.7856
360,-332.96,-0.2450,-4775.01,-3.4931,-9381.85,-6.8481,-14489.82,-3.5376
370,-5924.24,-4.3497,-12868.94,-9.4002,-11866.11,-8.6931,-30659.29,-7.4852
380,-3741.96,-2.7434,-9098.50,-6.6607,990.50,0.7251,-11849.96,-2.8931
390,-4967.84,-3.6394,-3956.51,-2.8922,-10556.18,-7.7448,-19480.54,-4.7560
400,-2853.59,-2.0814,-10196.51,-7.4919,-7366.50,-5.4007,-20416.60,-4.9845
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
410,-15648.45,-11.4473,-11026.01,-8.0777,-3534.04,-2.5909,-30208.50,-7.3751
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
410,-7672.74,-5.6293,-2662.06,-1.9502,-1230.46,-0.8995,-11565.26,-2.8235
420,2398.44,1.7380,-14256.64,-10.4444,-18185.69,-13.4609,-30043.89,-7.3349
430,7605.62,5.5597,848.04,0.6213,-8282.76,-6.0769,170.90,0.0417
440,-9478.23,-6.9693,-4337.72,-3.1778,-9424.12,-6.8739,-23240.07,-5.6738
450,-26865.89,-19.6964,-5664.37,-4.1406,-9561.76,-7.0101,-42092.02,-10.2764
460,-6895.94,-5.0594,-6727.47,-4.9394,-2392.72,-1.7452,-16016.13,-3.9102
470,-11925.61,-8.7048,1170.50,0.8619,-3527.52,-2.5786,-14282.63,-3.4870
480,-11508.27,-8.4248,-4696.92,-3.4562,3911.66,2.8531,-12293.53,-3.0013
490,-3336.02,-2.4386,-12462.73,-9.1570,-8109.58,-5.9324,-23908.33,-5.8370
500,-2155.06,-1.5707,-7925.21,-5.8188,-8794.06,-6.4567,-18874.33,-4.6080
510,-7011.81,-5.1406,-10583.98,-7.7368,-11618.66,-8.5181,-29214.45,-7.1324
520,-20657.81,-15.1784,-11925.51,-8.7559,-8741.58,-6.3668,-41324.90,-10.0891
530,-13269.69,-9.7356,-17843.15,-13.0528,-5741.16,-4.2029,-36854.00,-8.9976
540,-8767.13,-6.4322,-7184.95,-5.2560,-692.53,-0.5070,-16644.61,-4.0636
550,-11605.98,-8.5653,-11913.22,-8.6579,-4300.96,-3.1509,-27820.17,-6.7920
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
560,-14512.13,-10.6083,-9423.05,-6.9033,-12499.03,-9.1702,-36434.22,-8.8951
570,-15317.26,-11.2793,-12828.30,-9.3365,-18120.06,-13.2845,-46265.62,-11.2953
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
410,-11089.71,-8.1602,-7073.71,-5.1595,-7214.02,-5.2811,-25377.44,-6.1957
420,-4378.94,-3.2174,-10284.06,-7.5562,-11184.94,-8.1404,-25847.94,-6.3105
430,-8597.09,-6.3167,-7928.14,-5.7954,-9070.02,-6.6350,-25595.24,-6.2488
440,-8544.64,-6.2552,-15818.99,-11.5805,-9539.13,-6.9935,-33902.76,-8.2770
450,-12817.34,-9.4107,-5935.37,-4.3356,-9621.94,-7.0490,-28374.65,-6.9274
460,-12474.43,-9.1388,-11452.08,-8.4021,-19727.70,-14.4208,-43654.21,-10.6578
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
470,-3967.55,-2.8939,-13370.39,-9.8167,-16993.60,-12.4678,-34331.54,-8.3817
480,-7532.78,-5.5307,-18854.60,-13.7025,-7736.83,-5.6972,-34124.21,-8.3311
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
490,-7014.51,-5.1388,-8444.14,-6.1907,-4612.94,-3.3745,-20071.59,-4.9003
500,-7044.81,-5.1535,-11943.63,-8.7756,-19284.26,-14.0967,-38272.71,-9.3439
510,-7700.01,-5.6000,-6156.40,-4.5003,-16018.43,-11.8392,-29874.83,-7.2937
520,-10024.61,-7.3279,-12920.01,-9.4583,-7724.35,-5.6713,-30668.97,-7.4875
530,-23188.64,-17.1260,-24691.70,-18.0495,-23988.81,-17.4591,-71869.16,-17.5462
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
540,-21792.62,-15.8377,-17881.41,-13.2064,-18476.20,-13.5258,-58150.23,-14.1968
550,-23453.24,-17.2324,-29061.81,-21.3063,-35767.12,-26.0883,-88282.16,-21.5533
560,-21508.45,-15.7456,-49620.76,-36.4055,-22626.42,-16.5519,-93755.63,-22.8896
570,-38252.27,-28.0854,-24171.69,-17.6179,-19139.73,-14.0527,-81563.70,-19.9130
580,-41966.11,-30.6770,-19094.90,-13.9481,-21534.47,-15.8458,-82595.48,-20.1649
590,-33821.72,-24.8506,-26655.13,-19.5276,-18259.00,-13.3277,-78735.85,-19.2226
600,-21541.99,-15.8630,-19891.45,-14.5299,-27393.44,-20.0098,-68826.89,-16.8034
610,-19313.97,-14.1494,-20549.83,-15.0880,-22848.21,-16.6897,-62712.01,-15.3105
620,-37280.20,-27.4119,-17059.67,-12.4796,-29009.32,-21.1902,-83349.19,-20.3489
630,-18497.32,-13.5511,-31338.67,-22.9419,-18242.72,-13.3646,-68078.71,-16.6208
640,-42169.14,-30.9158,-19491.49,-14.2586,-25132.29,-18.4119,-86792.92,-21.1897
650,-15433.32,-11.3231,-18694.56,-13.7258,-19097.09,-13.9293,-53224.98,-12.9944
660,-17089.80,-12.4743,-29500.54,-21.5490,-23838.06,-17.5667,-70428.40,-17.1944
670,-23820.71,-17.3116,-27066.67,-20.0642,-15983.59,-11.6583,-66870.97,-16.3259
680,-30350.86,-22.1701,-19914.51,-14.6862,-24209.50,-17.6583,-74474.87,-18.1823
690,-18092.18,-13.1293,-18825.31,-13.6119,-30486.56,-22.8364,-67404.05,-16.4561
700,-21386.98,-15.5429,-27557.83,-20.3981,-21680.70,-15.8369,-70625.51,-17.2426
710,-34169.19,-25.1429,-22199.10,-16.2037,-19599.52,-14.3376,-75967.81,-18.5468
720,-19477.33,-14.1550,-24041.92,-17.7170,-29298.21,-21.4954,-72817.46,-17.7777
730,-18234.02,-13.3583,-16475.84,-12.0614,-8491.22,-6.2207,-43201.08,-10.5471
740,-10840.74,-7.9245,-14647.29,-10.7306,-14639.90,-10.7409,-40127.93,-9.7969
750,-27605.45,-20.4636,-17823.77,-12.9251,-20551.19,-15.0228,-65980.41,-16.1085
760,-13857.10,-10.0999,-24585.50,-18.0246,-25994.17,-19.1134,-64436.77,-15.7316
770,-22880.51,-16.9109,-23946.48,-17.4664,-19513.96,-14.2230,-66340.95,-16.1965
780,-31688.79,-23.5604,-23229.16,-16.8817,-22778.28,-16.5660,-77696.22,-18.9688
790,-21381.82,-15.6758,-13139.94,-9.6052,-30471.59,-22.3399,-64993.35,-15.8675
800,-22062.97,-16.0575,-18749.49,-13.7560,-24537.77,-18.0558,-65350.22,-15.9546
810,-22354.72,-16.3412,-25139.44,-18.3232,-17610.22,-12.9869,-65104.38,-15.8946
820,-16333.15,-11.9307,-27518.51,-20.3841,-21037.65,-15.2779,-64889.32,-15.8421
830,-31684.86,-23.3148,-18953.96,-13.7647,-27550.79,-20.2579,-78189.61,-19.0893
840,-21644.79,-15.7646,-16819.96,-12.3223,-27717.11,-20.4102,-66181.86,-16.1577
850,-21703.91,-15.9003,-16945.95,-12.4694,-14360.53,-10.4669,-53010.39,-12.9420
860,-28972.84,-21.3349,-19675.05,-14.4351,-20398.13,-14.8350,-69046.02,-16.8569
870,-19494.86,-14.2611,-23057.20,-16.9414,-21501.00,-15.7171,-64053.07,-15.6380
880,-23330.51,-17.0420,-23509.85,-17.2613,-19874.58,-14.5601,-66714.94,-16.2878
890,-24516.14,-17.9474,-20433.05,-14.9802,-24679.08,-18.0667,-69628.27,-16.9991
900,-20561.21,-14.8671,-25784.19,-19.0289,-36258.73,-26.7001,-82604.13,-20.1670
910,-21737.94,-15.9369,-26678.20,-19.6163,-20262.35,-14.7685,-68678.48,-16.7672
920,-20757.58,-15.1184,-21160.89,-15.4009,-24014.71,-17.8019,-65933.18,-16.0970
930,-15233.69,-11.1357,-22420.78,-16.4617,-12333.89,-9.0292,-49988.36,-12.2042
940,-18403.47,-13.4332,-24600.98,-18.0227,-21036.43,-15.4566,-64040.88,-15.6350
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
950,-11804.23,-8.5476,-14384.15,-10.6235,-11343.66,-8.3348,-37532.04,-9.1631
960,-14097.87,-10.3130,-8469.76,-6.2049,-7658.95,-5.6151,-30226.57,-7.3795
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
970,-16271.62,-11.8425,-8265.46,-6.0288,-18072.15,-13.3769,-42609.22,-10.4026
980,-8974.61,-6.5508,-9379.07,-6.8261,-11479.61,-8.4908,-29833.29,-7.2835
990,-17231.88,-12.6985,-7191.72,-5.2494,-10316.91,-7.5361,-34740.50,-8.4816
1000,-8085.04,-5.9318,-9831.10,-7.1865,-9056.59,-6.6349,-26972.72,-6.5851
1010,-10153.60,-7.4659,-15686.50,-11.4416,-7851.54,-5.7520,-33691.64,-8.2255
1020,-7056.81,-5.1660,-13310.90,-9.7444,-10159.82,-7.4485,-30527.52,-7.4530
1030,-18489.24,-13.5254,-9365.51,-6.8562,-11231.65,-8.2404,-39086.40,-9.5426
1040,-16427.98,-11.9912,-11672.40,-8.5638,-12926.54,-9.4839,-41026.93,-10.0163
1050,-11438.78,-8.3434,-8158.67,-5.9902,-16892.18,-12.3934,-36489.63,-8.9086
1060,-15174.21,-11.0519,-9080.39,-6.6866,-15231.42,-11.1585,-39486.02,-9.6401
1070,-11870.79,-8.6648,-12339.26,-9.0002,-7007.73,-5.1718,-31217.78,-7.6215
1080,-9567.41,-6.9988,-9552.34,-6.9929,-12679.90,-9.3029,-31799.65,-7.7636
1090,-13222.02,-9.7941,-10838.51,-7.8998,-10306.26,-7.5009,-34366.80,-8.3903
1100,-7239.45,-5.2689,-13230.79,-9.7285,-7433.68,-5.4579,-27903.92,-6.8125
1110,-15717.99,-11.5235,-15694.80,-11.5743,-12962.80,-9.4206,-44375.59,-10.8339
1120,-10272.90,-7.4985,-13391.70,-9.7536,-13594.80,-10.0479,-37259.41,-9.0965
1130,-10722.83,-7.8960,-10129.85,-7.3995,-13015.00,-9.5069,-33867.68,-8.2685
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
1140,-17335.57,-12.6908,-15644.51,-11.4696,-16128.73,-11.8073,-49108.81,-11.9895
1150,-22667.70,-16.6064,-15173.31,-11.1241,-15751.96,-11.5230,-53592.97,-13.0842
1160,-18731.59,-13.7228,-14933.53,-10.9323,-18158.81,-13.3032,-51823.92,-12.6523
1170,-11822.52,-8.6548,-22828.64,-16.7243,-19332.18,-14.1628,-53983.34,-13.1795
1180,-15856.35,-11.6164,-19192.92,-14.0505,-12855.21,-9.4177,-47904.49,-11.6954
1190,-15084.72,-11.0511,-16362.93,-11.9963,-18900.55,-13.8263,-50348.20,-12.2920
1200,-14915.90,-10.9194,-17820.95,-13.0556,-16687.29,-12.2251,-49424.14,-12.0664
1210,-23482.10,-17.1904,-11612.68,-8.5137,-16991.29,-12.4387,-52086.07,-12.7163
1220,-12637.58,-9.2583,-17928.70,-13.1346,-18750.60,-13.7267,-49316.88,-12.0403
1230,-15449.72,-11.3185,-14780.44,-10.8202,-18563.51,-13.5996,-48793.67,-11.9125
1240,-12095.25,-8.8740,-13895.90,-10.1727,-21841.94,-15.9780,-47833.10,-11.6780
1250,-10682.19,-7.8143,-17861.00,-13.0850,-11979.16,-8.7824,-40522.35,-9.8932
1260,-22505.13,-16.4752,-17552.27,-12.8588,-15371.61,-11.2613,-55429.01,-13.5325
1270,-20775.20,-15.2088,-17101.77,-12.5288,-18242.38,-13.3644,-56119.35,-13.7010
1280,-17821.57,-13.0465,-16330.30,-11.9636,-14536.55,-10.6495,-48688.42,-11.8868
1290,-11417.96,-8.3587,-23847.48,-17.4707,-17068.42,-12.5043,-52333.86,-12.7768
1300,-13705.12,-10.0257,-10014.32,-7.3311,-11439.53,-8.3929,-35158.97,-8.5837
1310,-17264.81,-12.6390,-15523.25,-11.3723,-20997.82,-15.3830,-53785.88,-13.1313
1320,-15301.75,-11.2019,-9290.74,-6.8014,-9864.59,-7.2321,-34457.08,-8.4124
1330,-11658.45,-8.5347,-10101.37,-7.3894,-16833.61,-12.3504,-38593.43,-9.4222
1340,-12669.90,-9.2820,-12357.11,-9.0528,-12498.75,-9.1499,-37525.77,-9.1616
1350,-12775.39,-9.3593,-10797.55,-7.9045,-13853.85,-10.1493,-37426.79,-9.1374
1360,-12226.08,-8.9503,-9750.21,-7.1378,-10264.26,-7.5251,-32240.55,-7.8712
1370,-14049.55,-10.2927,-11981.25,-8.7710,-10059.16,-7.3693,-36089.96,-8.8110
1380,-12111.70,-8.8601,-16433.57,-12.0392,-13961.08,-10.2354,-42506.36,-10.3775
1390,-14865.67,-10.8906,-15538.70,-11.3837,-11160.16,-8.1700,-41564.53,-10.1476
1400,-12627.27,-9.2305,-15370.68,-11.2688,-9571.11,-7.0169,-37569.06,-9.1721
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
1410,-32285.37,-23.6350,-36021.29,-26.4086,-32671.50,-23.9176,-100978.17,-24.6529
1420,-49273.37,-36.0713,-31565.36,-23.2611,-41417.75,-30.1659,-122256.47,-29.8478
1430,-30265.35,-22.2867,-35229.57,-25.6588,-32238.11,-23.6177,-97733.02,-23.8606
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
1440,-23241.76,-17.0644,-28717.92,-21.0234,-28638.64,-20.9347,-80598.32,-19.6773
1450,-30472.44,-22.2752,-32373.59,-23.9096,-23590.90,-17.1695,-86436.93,-21.1028
1460,-29816.17,-21.7319,-35937.44,-26.4052,-28392.12,-20.8306,-94145.73,-22.9848
1470,-29941.28,-21.9511,-27173.77,-19.9075,-26750.82,-19.5690,-83865.87,-20.4751
1480,-26691.29,-19.4969,-34467.90,-24.8866,-31579.01,-23.5313,-92738.20,-22.6412
1490,-21748.58,-16.0034,-29155.30,-21.3279,-28744.02,-20.9810,-79647.90,-19.4453
1500,-19633.87,-14.3522,-33199.94,-24.3580,-22506.52,-16.4883,-75340.33,-18.3936
1510,-29596.17,-21.5558,-28206.16,-20.8471,-30301.01,-22.1175,-88103.34,-21.5096
1520,-28174.46,-20.5054,-26152.27,-19.1032,-27546.88,-20.3599,-81873.61,-19.9887
1530,-38786.42,-28.3734,-38806.00,-28.3462,-30092.97,-22.1272,-107685.39,-26.2904
1540,-23305.27,-17.0735,-34212.83,-25.1011,-31900.15,-23.3188,-89418.25,-21.8306
1550,-40343.80,-29.4911,-27715.84,-20.3046,-25989.55,-19.0679,-94049.20,-22.9612
1560,-30612.92,-22.7944,-26941.23,-19.5652,-31514.09,-22.9027,-89068.24,-21.7452
1570,-32560.76,-23.7843,-26440.34,-19.3986,-33915.48,-24.8647,-92916.57,-22.6847
1580,-26767.38,-19.5525,-25745.83,-18.9308,-27370.48,-20.0223,-79883.69,-19.5029
1590,-29597.25,-21.5881,-24169.46,-17.7066,-26642.35,-19.5900,-80409.06,-19.6311
1600,-28247.58,-20.6639,-27401.41,-20.1037,-28766.08,-21.0586,-84415.07,-20.6091
1610,-24934.28,-18.1077,-38513.64,-28.2151,-34670.86,-25.6062,-98118.78,-23.9548
1620,-26281.13,-19.2818,-32814.33,-23.9171,-24951.48,-18.3332,-84046.94,-20.5193
1630,-28364.85,-20.8412,-35506.45,-25.9171,-25138.58,-18.4165,-89009.88,-21.7309
1640,-26161.08,-19.2502,-25252.27,-18.4323,-18207.91,-13.3196,-69621.27,-16.9974
1650,-30384.55,-22.4075,-31666.43,-23.0973,-22512.65,-16.4446,-84563.63,-20.6454
1660,-30082.19,-22.2996,-28512.10,-20.7210,-23619.16,-17.2277,-82213.45,-20.0716
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
1670,-26182.28,-19.1812,-22882.48,-16.5695,-33683.99,-24.9511,-82748.76,-20.2023
1680,-28068.92,-20.5633,-33727.46,-24.6726,-30485.09,-22.3498,-92281.47,-22.5297
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
1690,-36686.05,-26.8566,-37798.45,-27.6709,-37638.33,-27.5941,-112122.82,-27.3737
1700,-40139.05,-29.4275,-36660.12,-26.8572,-40191.30,-29.4011,-116990.46,-28.5621
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
1690,-33324.97,-24.4497,-26101.85,-19.1503,-42131.37,-30.7528,-101558.19,-24.7945
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
1690,-38772.11,-28.4253,-38912.52,-28.3826,-38704.76,-28.4385,-116389.39,-28.4154
1700,-31478.09,-23.0778,-38991.36,-28.5233,-34055.47,-24.9491,-104524.92,-25.5188
1710,-25307.68,-18.5404,-22947.15,-16.7988,-33061.39,-24.2208,-81316.22,-19.8526
1720,-22244.07,-16.3080,-30777.48,-22.5476,-27417.45,-20.0567,-80439.00,-19.6384
1730,-23493.40,-17.2492,-27961.04,-20.4843,-26169.18,-19.1155,-77623.61,-18.9511
1740,-28450.33,-20.8733,-26403.66,-19.3433,-28047.35,-20.5025,-82901.34,-20.2396
1750,-29052.65,-21.2840,-28546.18,-20.8824,-28676.86,-21.0241,-86275.68,-21.0634
1760,-23082.72,-16.8857,-23107.15,-16.9656,-19622.23,-14.3542,-65812.11,-16.0674
1770,-26692.24,-19.5548,-30689.56,-22.4503,-22376.22,-16.4049,-79758.03,-19.4722
1780,-17453.73,-12.7773,-26159.15,-19.1502,-25990.03,-19.0543,-69602.91,-16.9929
1790,-21868.38,-16.0443,-22785.23,-16.6803,-27956.07,-20.4507,-72609.69,-17.7270
1800,-35473.20,-25.9877,-21886.86,-16.0109,-24127.14,-17.6885,-81487.20,-19.8943
1810,-23019.53,-16.8395,-24336.04,-17.8286,-23030.48,-16.8845,-70386.05,-17.1841
1820,-15805.27,-11.6045,-21096.53,-15.4327,-22199.34,-16.2395,-59101.14,-14.4290
1830,-26139.55,-19.1499,-22141.02,-16.2205,-20883.45,-15.2880,-69164.02,-16.8857
1840,-15393.26,-11.2937,-12639.68,-9.2666,-22772.26,-16.6342,-50805.20,-12.4036
1850,-10974.76,-8.0519,-15860.96,-11.6198,-15161.92,-11.0833,-41997.64,-10.2533
1860,-22948.12,-16.8365,-22439.29,-16.4270,-18752.36,-13.7179,-64139.77,-15.6591
1870,-23111.28,-16.9066,-23729.67,-17.4483,-16081.55,-11.7469,-62922.50,-15.3619
1880,-25146.03,-18.3682,-25581.75,-18.7825,-22459.49,-16.4538,-73187.28,-17.8680
1890,-18489.09,-13.5352,-21728.28,-15.8949,-19475.47,-14.2887,-59692.84,-14.5734
1900,-18346.85,-13.4409,-16298.70,-11.9580,-17214.00,-12.5833,-51859.55,-12.6610
1910,-30918.41,-22.6508,-24312.86,-17.7986,-19775.15,-14.4873,-75006.42,-18.3121
1920,-21652.58,-15.8976,-22599.48,-16.5564,-21765.35,-15.8987,-66017.41,-16.1175
1930,-24023.33,-17.5866,-22572.86,-16.5490,-15450.09,-11.3105,-62046.28,-15.1480
1940,-22292.82,-16.3557,-29152.45,-21.3259,-19483.09,-14.2629,-70928.36,-17.3165
1950,-13581.31,-9.9497,-20338.56,-14.9000,-21692.26,-15.8801,-55612.14,-13.5772
1960,-30849.37,-22.6003,-27442.62,-20.1340,-23924.13,-17.4884,-82216.11,-20.0723
1970,-16329.14,-11.9627,-11479.52,-8.3915,-16961.64,-12.4443,-44770.30,-10.9303
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
1980,-32426.67,-15.8256,0.00,0.0000,-30229.62,-14.7678,-62656.29,-15.2969
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
1980,-21626.48,-15.9018,-21677.23,-15.8344,-21232.31,-15.5320,-64536.01,-15.7559
1990,-22586.39,-16.5711,-20187.67,-14.7895,-19050.84,-13.9261,-61824.90,-15.0940
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
Cycle,robot1_Total_Reward,robot1_Avg_Reward_per_Step,robot2_Total_Reward,robot2_Avg_Reward_per_Step,robot3_Total_Reward,robot3_Avg_Reward_per_Step,System_Total_Reward,System_Avg_Reward_per_Step
